date,temp_high,temp_low,humidity_mean,dewpoint_mean,pressure_mean,wind_mean,precip_total
2022-12-01,82.0,74.0,85.9628947368421,72.25263157894737,1020.5833333333334,6.5095679012345675,3.93
2022-12-02,82.0,74.0,64.0275,64.625,1022.9499999999999,10.821794871794872,0.0
2022-12-03,82.0,75.0,59.875416666666666,62.958333333333336,1023.775,11.529581993569131,0.0
2022-12-04,82.0,69.0,63.26624999999999,61.875,1020.9958333333334,5.8835483870967735,0.0
2022-12-05,82.0,69.0,66.58083333333333,62.833333333333336,1018.3375,3.727331189710611,0.0
2022-12-06,82.0,72.0,70.39814814814815,66.14814814814815,1020.0583333333334,4.851698113207547,0.23
2022-12-07,84.0,71.0,71.95041666666667,66.04166666666667,1022.7916666666666,5.938585209003215,0.12
2022-12-08,82.0,69.0,69.06291666666667,64.0,1021.9250000000001,5.565705128205129,0.0
2022-12-09,81.0,68.0,75.85038461538461,66.42307692307692,1019.2833333333333,3.2075079872204473,0.0
2022-12-10,82.0,68.0,70.36125,64.20833333333333,1018.6458333333334,3.0334935897435895,0.0
2022-12-11,81.0,64.0,70.19958333333334,62.458333333333336,1018.1999999999999,2.9118589743589745,0.0
2022-12-12,79.0,65.0,80.63,63.96551724137931,1016.6666666666666,2.720820189274448,0.0
2022-12-13,81.0,65.0,72.05208333333333,62.666666666666664,1016.4,3.1837620578778134,0.0
2022-12-14,81.0,67.0,73.4976,65.68,1016.5875,6.148076923076923,0.03
2022-12-15,83.0,74.0,74.7925,69.16666666666667,1015.4125,9.051612903225806,0.0
2022-12-16,80.0,72.0,83.33741935483872,69.71612903225805,1014.775,4.44858934169279,0.85
2022-12-17,79.0,68.0,85.16,67.41578947368421,1015.1291666666666,5.069171779141104,1.24
2022-12-18,80.0,73.0,86.73971428571429,69.86285714285714,1016.0208333333334,4.329411764705883,0.76
2022-12-19,78.0,63.0,71.36041666666667,60.416666666666664,1020.7958333333332,7.493429487179487,0.0
2022-12-20,80.0,70.0,74.59538461538462,65.03846153846153,1020.5916666666667,8.606687898089172,3.1
2022-12-21,80.0,70.0,82.40828571428571,68.63428571428571,1016.9291666666667,4.085714285714285,0.15
2022-12-22,85.0,69.0,79.46961538461538,68.9,1015.9166666666666,4.8307324840764325,0.0
2022-12-23,82.0,70.0,84.9321875,69.625,1016.25,6.5765625,2.56
2022-12-24,72.0,49.0,59.672222222222224,41.94444444444444,1021.6875,9.94111111111111,0.0
2022-12-25,51.0,46.0,57.595,34.19230769230769,1023.4291666666667,8.452866242038215,0.16
2022-12-26,56.0,48.2,70.0788888888889,41.25925925925926,1022.8249999999999,6.034761904761905,1.2
2022-12-27,73.0,55.0,91.43848484848485,57.32727272727273,1021.3541666666666,5.079467084639498,2.41
2022-12-28,76.0,58.0,74.44291666666666,57.833333333333336,1022.2708333333334,6.535096153846154,0.0
2022-12-29,79.0,69.0,73.17038461538462,64.51538461538462,1022.5333333333333,8.946485623003195,0.0
2022-12-30,82.0,73.0,81.38758620689654,70.3103448275862,1020.2083333333334,5.956782334384858,0.0
2022-12-31,83.0,70.0,83.4076923076923,71.07692307692308,1019.7041666666668,6.02555910543131,0.0
2023-01-01,85.0,71.0,83.28923076923077,70.22307692307692,1019.936,3.2229299363057327,0.0
2023-01-02,83.0,68.0,77.6875,68.20833333333333,1021.3375,6.014239482200647,0.0
2023-01-03,82.0,74.0,77.47392857142857,69.75,1020.8333333333334,10.630221518987343,0.0
